,Boston,Chicago,Houston,LosAngeles,Miami,NewYork,Philadelphia,Phoenix,SanFrancisco,Seattle
2004-01,-13.258385527881284,-12.573349206349206,7.660133056133056,7.275772412299515,14.305057605818101,-9.282705627705628,-9.608321769500341,5.9703890172128045,5.857233730675758,2.37334126984127
2004-02,-5.092670807453416,-4.860174603174603,8.646073131955484,7.101009318252949,17.324786232862834,-1.980604242892106,-2.319845501114353,5.655268364710226,6.447083690905276,2.727341388385078
2004-03,-1.498553816122427,0.15852380952380907,13.88516256548299,11.760819127906206,16.77402277039848,1.474671907040328,1.384200697677906,14.359060995184592,9.334333755243641,4.488023310023309
2004-04,5.212199752628324,4.775438923395445,15.444455364455365,12.040276121543902,20.57376314579048,7.663459269744149,7.782731094417696,14.61046153846154,9.916793839084772,7.143103641456584
2004-05,8.122081081935098,10.689648489911649,21.348505376344082,14.034770723637758,23.266895326895327,12.447784398720975,13.880076128359597,19.250364265364265,10.67235891166068,9.132475207993286
2004-06,13.094376148603066,15.376333333333335,23.28848949854883,14.88673376547749,25.140636759754408,16.715847034972793,16.37633434641923,21.695854045081013,11.98483483089509,11.757096944524935
2004-07,17.488317428947862,16.510428571428573,23.824053287897506,16.969270784540498,24.54098822324629,19.59183265561124,19.325789830572404,26.75593406593407,13.431181403317584,13.69602592736704
2004-08,15.864872541407868,14.588190476190476,22.596361721574265,16.812765085639704,25.090150243381387,18.462650167723574,17.968165980146704,25.013349613349614,14.29166031943184,14.035261943288644
2004-09,10.48472684508586,10.149333333333331,21.34108545440564,16.0083299719392,24.51580541257643,14.539529975762758,13.74796133604957,20.346866412919432,12.416241705347527,9.736777167277168
2004-10,4.458722826086957,6.561142857142857,18.209461583996735,11.417806525182517,22.25865232660228,7.613425264680646,6.700119906168368,14.058085349711885,9.839452626471566,6.77355675735641
2004-11,-0.7698439985834151,0.33000000000000007,11.435441491841491,6.717703024044805,19.088818740399386,2.483188464076433,1.496997977680097,5.856350602096509,5.589618063713846,3.1642361884433408
2004-12,-25.338094984179072,-14.187542857142855,81.533284011284,79.56371826965304,82.20476777993248,10.875119021696872,8.517614085341952,39.03986032509245,67.08706972466715,6.232738475605409
2005-01,-9.764709354896953,-7.354801587301587,7.898028743028743,8.533943263497719,14.708036598315909,-5.3647478300122025,-5.725571212369595,6.9762188208616775,5.353547384199881,3.1043443885312816
2005-02,-7.656480618618024,-4.112904761904762,11.027149105233315,8.738648543692292,15.736437817084877,-3.269756434581752,-3.6577950937950936,8.648236525379383,7.953584235892686,1.6398965533916026
2005-03,-2.1984383753501406,-1.487373467112598,11.145766778865768,9.600526408725147,17.338339641660976,0.502928111136961,0.6146054724261244,9.622939897608527,8.51706887585693,4.631294117647058
2005-04,3.899264069264069,4.322476190476191,13.811379852579853,9.8250553624535,18.576120320855615,6.497125149005553,6.220107068504015,12.424162589237657,7.9784434154208,6.481044284055519
2005-05,7.496872294372295,9.241697210747555,19.547699208664124,13.035863735825941,22.373101793909054,10.042764902567873,9.012999259512418,18.62015306122449,10.915413697657945,10.34989791001126
2005-06,15.20733082706767,17.75363636363636,23.773176076555025,13.776938916325088,24.061268763915823,18.701848072562356,18.691721283210256,22.786206255698154,11.86899128783665,11.283689096608292
2005-07,17.113816993464052,19.13751233119654,23.93896910067963,17.839427155517964,25.433799327227497,20.352320459422597,20.251208051352187,26.306074865184065,13.800686322545818,12.5177905623788
2005-08,17.264097994331806,17.188290043290042,24.10413087557604,16.766958398069953,25.824929742388758,20.33059345260067,19.095711461912703,25.43796703296703,12.71789415265817,12.412109050937449
2005-09,10.663714285714287,14.065930735930735,23.355311068815293,14.49606641819185,24.64528729313804,14.535898826851447,13.235818084394404,21.535650582875302,11.26562826968919,8.679798285733908
2005-10,6.504950869236584,7.487554112554114,14.586853242853243,12.599206859911858,22.6437738784513,8.509987846349558,7.686357028191394,15.225024947693855,9.783695192006943,7.877788209632871
2005-11,0.026575963718820893,-2.481861471861472,11.38572345072345,10.060772667410898,18.877137652875355,2.7199216347523896,2.004274372887387,8.03326646462501,7.742638988945474,1.5594030691982401
2005-12,-31.656662543805396,-10.667359307359309,35.13086890513957,71.45520748265743,47.92781273310781,-11.172901775467107,-6.580917082917082,23.910564377977916,54.37906567623811,17.29423648186439
2006-01,-2.4641322580241867,-1.6886002886002884,8.081236066481837,7.846113495893903,16.264548000639458,0.03755616644528681,-0.2598281707505008,5.20518672747968,6.318041271146682,4.295544963666324
2006-02,-8.773880398671096,-6.695714285714286,8.536052772949645,7.313819077706526,14.44309974053724,-4.858227837289726,-5.190052289176923,7.437625713658322,6.005433764313506,0.9730866389274159
2006-03,-0.46671858642446884,0.554239234449761,15.10946428476061,6.382904168076598,17.72190289996742,2.8771758987816005,2.9579818473808617,9.183576097295564,5.84782180878817,3.4011676375404534
2006-04,3.6925974025974027,6.571428571428571,17.920310588670862,9.834008064534268,20.212929292929292,6.567094090648308,6.042403071331755,13.321387802263796,8.637861976965528,4.927838827838827
2006-05,10.510438417791358,11.97525974025974,19.99895882200108,14.51910308794207,22.466243386243388,13.181831040300352,12.970254863339994,19.619302431123124,10.915370849886349,9.263850571355555
2006-06,15.950740705584561,15.801099567099566,21.851982613341107,17.48415186169372,24.66448773448774,17.398396474318815,16.815805715644338,25.444752391759376,11.737822514032983,11.474315765470104
2006-07,18.262774751680244,20.50252072488914,24.13821049347365,19.153305625880662,25.347159828291908,21.056160923359382,20.974834377931828,27.02415294951737,12.709880767154651,12.596939789454472
