,Boston,Chicago,Houston,LosAngeles,Miami,NewYork,Philadelphia,Phoenix,SanFrancisco,Seattle
2007-12-30,192.47307692307692,670.2277777777753,29.00000000000001,2726.1000000000004,214.45,168.0407407407409,73.64615384615381,33.9,2063.5250000000015,580.9470588235295
2012-12-30,11.444680851063831,74.69999999999995,2856.7718309859115,103.19999999999996,37.82631578947368,6.7196428571428575,154.94712643678176,2.811290322580645,503.21923076923093,1192.6291262135878
2013-12-29,841.599999999999,2430.3719101123575,50.508955223880584,0.0,61.088888888888846,866.2379310344824,1197.499999999999,0.0,0.0,1272.7945652173883
2003-12-28,2.114141414141414,1.3071428571428572,0.1431818181818182,2.7510067114093957,0.0,1.9281249999999999,0.7712871287128712,0.18333333333333332,13.779591836734696,2.5078125
2008-12-28,169.82222222222225,142.49999999999994,11.0,25.12857142857143,3.6833333333333336,72.52127659574465,5.508771929824561,33.7,135.05641025641023,1794.0839080459739
2014-12-28,1336.5000000000002,1956.0000000000007,2414.1158730158763,0.30588235294117644,99.02272727272727,1827.900000000001,1740.3999999999994,3687.8635036496444,0.0,1218.3999999999967
2009-12-27,536.7111111111111,29.5,9.591836734693876,0.0,101.60952380952378,252.6826086956524,278.2625000000001,0.0,53.28199999999998,2306.2600000000066
2015-12-27,1.8051724137931036,0.50625,276.98333333333346,0.3,115.3842105263158,3.446969696969697,7.319767441860465,0.0,19.2,52.65399999999998
2004-12-26,12.200000000000003,226.9214285714286,23.03809523809524,329.1944444444444,30.06666666666667,2.0,4.6,0.8500000000000001,578.2869565217393,32.112500000000004
2010-12-26,31.600000000000005,1111.3483146067417,0.611764705882353,251.115625,0.0,38.211627906976744,85.79999999999995,0.0,1161.03,3.6052631578947367
2005-12-25,76.17391304347824,2.65625,0.0,330.72727272727275,0.6599999999999999,42.517241379310335,40.5,0.0,155.47999999999996,96.03529411764704
2011-12-25,20.454545454545464,60.94838709677417,42.82586206896549,0.8205128205128205,0.0,37.54736842105263,28.781012658227855,0.0,0.0,11.417708333333334
2016-12-25,298.590277777778,0.0,1210.6249999999995,413.6156862745099,0.0,2.327380952380952,0.0,2637.851562499999,10.451470588235294,841.4521276595742
2006-12-31,671.3039999999986,855.9521739130429,1178.4999999999986,77.99999999999999,109.29999999999998,1234.45185185185,2218.2699999999977,8.399999999999999,139.112,1917.764705882352
2017-12-31,2002.8000000000006,10.100000000000001,115.21333333333334,1.122857142857143,491.40000000000015,897.8000000000002,578.5000000000002,0.0,1408.2999999999981,2154.038554216866
2006-01-01,2.3958579881656807,1.4854700854700855,0.006122448979591836,6.3917695473251035,0.02142857142857143,5.709852216748769,5.76775956284153,0.0026785714285714286,5.159550561797752,10.286554621848738
2012-01-01,0.10993589743589742,0.07077826725403819,0.10323383084577115,0.0037800687285223372,0.01937984496124031,0.25023148148148144,0.09805309734513275,0.0,0.0018072289156626504,5.000972222222222
2017-01-01,5.350380228136882,0.8212213740458015,4.922429906542056,2.757063711911357,3.3019736842105263,4.530968858131488,3.940451127819548,0.7337819650067294,14.610102739726026,0.27662538699690403
2010-01-10,0.39681274900398406,0.03543913713405238,2.7786279683377306,1.1650154798761612,0.26363636363636367,0.5258358662613982,0.712785388127854,0.13620071684587814,3.2640750670241285,12.388326300984529
2016-01-10,7.710922330097087,0.6067567567567568,1.288325991189427,0.007713498622589531,7.1054054054054046,2.273186813186813,1.523037542662116,0.013116159451350192,5.337713310580204,7.407605985037406
2004-01-11,0.7372781065088757,0.4551020408163265,8.583766233766234,0.0,1.0571428571428572,2.6532934131736523,1.897041420118343,0.014285714285714285,0.10944444444444444,4.741176470588234
2009-01-11,1.4689839572192516,1.3102611940298508,0.021383647798742134,0.0,0.18307692307692308,1.7339339339339341,0.11650246305418718,0.0,0.0011029411764705882,0.4997032640949555
2015-01-11,0.9770833333333334,0.5819047619047618,2.056926406926407,0.4467422096317281,4.570833333333333,3.4724390243902437,3.77051282051282,0.8365591397849461,0.03353293413173653,5.894838709677419
2014-01-12,5.083692307692307,0.6562406015037594,0.7620842572062085,0.0,1.0721804511278195,1.8239726027397256,1.3890681003584229,0.0,0.0,0.37787610619469025
2008-01-13,4.354237288135593,0.3423001949317739,14.306250000000002,0.0012605042016806721,1.0918181818181818,3.0849462365591402,3.1059233449477355,0.0,0.00375,3.3075630252100847
2013-01-13,1.880674846625767,0.023412698412698413,0.9050739957716701,0.0013404825737265416,1.267716535433071,3.3862068965517245,5.140504201680672,0.00035252643948296123,0.002824858757062147,0.028145265888456554
2007-01-14,3.264367816091954,2.5017045454545457,6.309042553191489,0.16099585062240662,0.5185714285714286,0.6626262626262626,0.2702127659574468,1.7419642857142856,0.4350574712643677,3.0025210084033613
2018-01-14,0.860813704496788,0.7569105691056911,2.7232492997198876,0.05021459227467811,0.05522388059701492,0.8155606407322654,0.6273069679849341,0.19950738916256158,1.2614427860696518,6.378990228013029
2006-01-15,3.43491124260355,3.082051282051282,4.571328671328672,0.0,0.3108108108108108,3.2179104477611937,3.9320574162679423,0.0,2.015340909090909,7.624137931034482
2012-01-15,2.5062305295950154,2.723195084485407,0.27821782178217824,2.6453074433656956,0.013846153846153847,2.178855721393035,2.5654205607476634,0.10062656641604009,10.793333333333335,8.794682675814752
2017-01-15,2.4878731343283578,7.148181818181817,18.76065934065934,11.38436018957346,0.14864864864864868,2.654816112084063,2.213984962406015,3.924502487562189,15.545955249569708,11.01769784172662
2005-01-16,4.852866242038216,2.6193877551020415,0.00588235294117647,0.0,0.7086956521739131,2.6859154929577462,2.987894736842105,0.004464285714285714,0.0,13.854237288135595
